Gene	SRR873426	SRR873427	SRR873428	SRR873429	SRR873430
ENSG00000002919	781.6809977477957	2198.2912501824853	1190.4884240717317	1284.2443918595375	2066.073892352092
ENSG00000002933	25.750219718749214	8024.305014857803	445.92317977843993	16523.124152862205	54.04886152529244
ENSG00000003056	9621.66817470097	15814.431837486896	8571.064675456484	13521.143264449667	10403.293155183796
ENSG00000003096	4.686911400851179	86.15297838533789	558.4041645788308	29.786148907927874	952.2374379151547
ENSG00000003137	377.6749732802025	318.2350557043279	784.1826358852663	2380.3372330073635	1822.619092784411
ENSG00000003147	5.415234190839062	13.362466906373959	467.56043492508445	6.47286004227283	67.25916659970379
ENSG00000003249	194.13063966708788	3211.3012248775854	829.5080117071199	1032.768281266488	80.9976810290177
ENSG00000003393	3341.2442186340068	1511.2762405339397	1859.4289638854584	3429.3264555424635	3711.107819992836
ENSG00000003400	726.7649634239796	820.2944689847874	515.8112611167185	1050.8666755014517	1379.108927514752
ENSG00000003402	3950.291668388863	3849.5693833398896	4286.5459997517055	3978.797216991248	6816.626557907779
ENSG00000003436	25468.530339882396	7380.562992196904	2406.1636480526863	5705.949296457177	17458.004299326964
ENSG00000003509	731.2158834826666	1280.8630605705098	372.9547593775569	382.55545712620034	661.2661045854313
ENSG00000003756	4921.894351083238	2444.4238105877307	3316.3125158097864	4818.862665171312	3354.1650261471746
ENSG00000003987	30.492032310888682	44.87377130639754	47.655771082494304	5.8890117987578545	89.76695242316895
ENSG00000003989	1203.985862472781	2889.3204305416216	1537.9658244841378	46.8616129417666	2039.4749017862555
ENSG00000004059	4111.72383862798	13334.12390700861	4271.082377269262	4278.399183460359	3149.2872466393987
ENSG00000004139	512.081792987215	2933.178014058858	512.5019751548323	248.71028111922698	3026.3959577079668
ENSG00000004142	13505.968520832026	23948.074798919308	6824.56051092083	9311.157142946588	9100.91169999215
ENSG00000004399	7608.835211326733	1971.3225562011874	4782.152037830007	8198.234188711791	3028.255847915468
ENSG00000004455	9367.023565956566	21275.24869896082	7468.776452504468	14861.13851292406	9345.15683264288
ENSG00000004468	118.01777587329735	29.262000675207506	19.14650130091421	2.726133266826697	14.401289819578158
ENSG00000004478	11964.233235313024	36012.83768333777	9467.790591817124	26569.2735218218	11788.702354241044
ENSG00000004487	5303.246213360305	10414.348284032074	4207.415844923416	5805.628438771947	7441.680506020097
ENSG00000004534	6360.086599651692	2963.2561736999605	5424.216001354204	3737.272839746145	3288.6666931723594
ENSG00000004660	326.80916584209126	777.9598582377095	31.74943424425954	331.40351090190205	22.662959663257357
ENSG00000004700	4236.919120413749	1284.465476202212	1459.4308669572265	526.7564379151596	6520.6481511372285
ENSG00000004766	2879.693177855288	543.6870454858743	894.9034554561592	320.8972219338301	2451.8536260402057
ENSG00000004776	15.793098433092236	63.4789743583486	28.35688604685324	307.47921153148275	99.63103952232478
ENSG00000004777	252.97246173469418	396.87725229426746	209.93320612355942	171.1499796592078	186.10013285236147
ENSG00000004779	2444.5691078219606	4728.980882709891	2185.200728093858	5872.2439121740035	2769.612708768748
ENSG00000004799	5297.088752410397	431.6852722481458	91.92153289283799	354.49994728650364	380.38050441981557
ENSG00000004809	17.510750821949223	64.86531949844266	68.64103751616283	5.580805835923954	19.881852101110127
ENSG00000004838	76.94599219129977	36.33180879363668	73.8695347116017	165.13341046571918	79.3298415849035
ENSG00000004846	39.33597839679402	17.772730444724075	6.324852809528589	2.6233727720067863	6.944295727307848
ENSG00000004848	1.0897535090407164	1.9221988615866532	4.277249909901468	0.8885682680286233	7.2512437389860604
ENSG00000004864	6709.237548457391	9021.937247488082	5195.505836200882	6998.659766247351	3410.609435491744
ENSG00000004866	2240.2737302800842	3814.9448411819008	2471.2216304857066	1456.2274558762492	1230.509594168872
ENSG00000004897	3373.8478941839294	2325.959344282944	3824.064327497747	3131.7896004725612	13419.917441690208
ENSG00000004939	24.46811687118384	29.729990713503017	30.77921554932348	2.7058983385111564	29.773876403994354
ENSG00000004948	0	75.58901457028429	1.0059297453272276	0	147.2870850141485
ENSG00000004961	1311.4514674222955	5221.369955566565	6159.384862486328	1667.315322334517	2545.1399412804058
ENSG00000004975	3668.7097465535685	5179.675760800651	2009.8107454298947	6944.055426719596	1399.5326395175505
ENSG00000005001	14.30799750987136	5.921592455599865	1.1952815259963128	1.6669935699875493	11.866359398106653
ENSG00000005007	7217.854784654228	23576.1846464937	10151.004817085592	7352.205374740725	3276.7159816112508
ENSG00000005020	2189.7973282138914	3612.4351518141298	1913.9873933326255	1919.5414298330952	8705.244597087436
ENSG00000005022	19351.86492606604	40428.88254828479	21017.22336668119	30693.928320519342	10841.497651591777
ENSG00000005059	598.9379280663779	1155.4665628139908	727.9687090543927	1103.7251111277044	1687.757069910529
ENSG00000005073	2.1387159119199928	0	224.99599176624037	4.822935274835112	327.23352721497673
ENSG00000005075	3400.075588330906	11957.517220210906	4426.42650064621	3901.139132477953	2346.1856374604154
ENSG00000005100	3588.9138064749827	4333.211453616261	2317.6676750780844	4376.979999270702	2774.2875752252417
ENSG00000005102	9.630023446878782	325.3685771580804	12.788909550963156	0	0
ENSG00000005108	62.00891496200584	989.7387338323038	78.00915096120198	74.67775681225443	116.6901787690069
ENSG00000005156	886.8249778342965	3446.0985102614186	1927.8427834357867	1776.7758760445352	3226.289478177609
ENSG00000005175	1679.9357189126795	1200.9251524762733	934.9193471060152	879.7316809343529	4902.519811904113
ENSG00000005187	1685.8079488622311	85.18993550257531	178.7711213900465	40.27712589512765	293.52192387584637
ENSG00000005189	403.08423920809184	691.1897135675569	171.14562817618295	783.5322393781121	896.0931137142672
ENSG00000005194	2030.009634748317	7899.206009611535	2704.7925769375684	5055.488017694733	2517.8152161553217
ENSG00000005206	1012.3690207228782	3157.9031954659285	1101.375703468198	701.7910697499334	815.7218151662806
ENSG00000005238	1233.7234572446148	1342.7041184344828	2108.5902906339393	1006.9631055148391	583.652381425261
ENSG00000005243	151.86299644657862	477.14263210623557	159.60790221084085	80.25443334628224	286.8443643806958
ENSG00000005249	32.35421553945055	8.116511016882747	6.978857880669153	344.4718031670796	758.5681251353577
ENSG00000005302	1335.0461691708933	1147.6524127829725	1856.6567933207893	799.4128565097026	1670.963837517074
ENSG00000005339	6090.973114719581	3626.4137344964474	2787.437071394258	4805.644075408594	6679.859056447004
ENSG00000005379	38.72880174444918	47.817145126727965	46.4361970848326	47.64326569793035	15.696520922904739
ENSG00000005381	0	1.9684035540315201	0	0	0
ENSG00000005421	9.850041050923112	638.7930261220644	626.0464066129794	608.0815976833051	301.81715407593447
ENSG00000005436	884.6902453387524	864.9659340463886	502.92931573422266	737.9362715573964	1251.5576667924531
ENSG00000005448	594.3798485125236	1703.7886727770767	732.7909032921193	638.9503655827275	856.3690367181476
ENSG00000005469	1817.4901905659974	1342.0208153916783	761.3895468587352	384.9429885741998	3080.5171979284287
ENSG00000005471	58.68502567232875	690.6602571438589	246.0089115658452	855.145024652062	194.61464089805474
ENSG00000005483	4043.0354410073687	2099.7027121991314	1165.55030668402	1663.8261929453724	5847.9539266578195
ENSG00000005486	4657.543320645363	8759.188995588465	3622.3085532765426	4715.3217489162225	2408.258847692126
ENSG00000005513	0	0	0	0	0
ENSG00000005700	6140.699441548248	1282.1625513537056	2204.796791945618	1956.33342518999	8986.112797567761
ENSG00000005801	1570.005391306469	675.1367295729406	1057.4885902153642	184.42776018432332	1102.4931301835722
ENSG00000005810	2731.777019001885	1325.7205337831676	1962.9618015268197	759.7588697435748	2669.9895575449877
ENSG00000005812	1874.090712748449	1094.8206090480344	1423.2511878510415	703.2780178960147	2344.180308073404
ENSG00000005844	11.402024971713631	17.28837132141797	40.95561088067599	206.80122357382132	44.31072528897233
ENSG00000005882	1459.0808266986267	3873.464876973312	1475.96355837413	2062.799175710793	313.2174784022704
ENSG00000005884	38771.90835862658	19090.32301540678	17404.792768887837	4852.981757738826	8491.09510499763
ENSG00000005889	1358.7759350838435	769.4413549577878	1370.1419256140355	510.8775146826938	3273.9909032351784
ENSG00000005893	33252.234133658356	19493.84368614281	14667.626610221902	19832.091337441434	16661.06971696072
ENSG00000005961	3.28057867660221	39.697583853319884	55.4384387012291	18.631879839988525	64.73776112987578
ENSG00000005981	41.20597017178955	91.31481186215953	73.59866748984163	6.492662476435509	38.61961819679721
ENSG00000006007	4963.237506350369	4473.046369317334	2655.2703516336032	3831.550319911607	3465.493269726055
ENSG00000006015	381.5309900005174	3129.1387400900935	827.7733486456286	1160.6436804247996	388.4270732119925
ENSG00000006016	83.06350657408022	287.3674560619219	2189.3594486089814	88.0012065320988	30.345437547757413
ENSG00000006025	508.04016544190796	108.40383155638752	57.28098159385568	233.90544569618578	647.5373764872201
ENSG00000006042	701.7803297987739	4800.152518690176	1226.7470060537921	192.89676697475394	1902.9911827048247
ENSG00000006047	1.0036065742988103	96.33966470254802	14.307661833266362	22.100872234255974	25.469321394096806
ENSG00000006059	2.057291443171488	0	0	0	0
ENSG00000006062	4395.764630887155	2800.1709177961934	1320.2514874365038	1866.5370011230284	1878.7380573992912
ENSG00000006071	1.4372514585564566	19.290321830991807	24.102667575843114	0.6522419837343739	50.471377391699946
ENSG00000006116	0	0	0	0	0
ENSG00000006118	4482.775373122714	3527.9644636206644	4892.52641993922	2833.7964913608494	3281.1868168834912
ENSG00000006125	9337.136139780518	18837.44682061274	14093.246511534651	8316.3613842011855	29096.552470344253
ENSG00000006128	0	0	0	0	0
ENSG00000006194	2046.8960678678504	2192.52527474094	1384.4251909051604	2966.6615612425503	1744.5284763244604
ENSG00000006210	2265.6446293335803	6736.712643008881	5999.504049061445	6713.118335127565	2008.5394889398285
ENSG00000006282	2744.990886101984	5946.011819028368	1900.5376006530544	740.4647984696687	2458.4618891770774
ENSG00000006283	316.26531822971464	83.43851977480844	61.07164781475536	8.916982557213549	679.2641516015573
ENSG00000006327	7076.152653577637	8471.465349519063	7165.001544070269	12361.00154432854	6477.61223029782
ENSG00000006377	3.1066103901650957	1.0137947359674797	2.0140942033701195	47.27168357234378	3.0768343823626862
ENSG00000006432	2494.46135445047	2762.6940192082275	4692.643192351557	2855.5356375557576	3310.035408116125
ENSG00000006451	8793.54431439551	8919.787411787014	5244.6053691414845	3431.3431252325863	6935.127359328322
ENSG00000006453	6271.6377305050155	7880.149584630355	3115.4972700765406	5099.504313097725	5368.036712002973
ENSG00000006459	439.919127760002	241.3603717767011	440.30180295103423	396.66192981303885	473.11148832444167
ENSG00000006468	3155.544031391995	2790.8705914607617	756.7871909949981	496.3518191170519	1781.9230631114256
ENSG00000006530	3716.715240282054	2111.0780907440694	1958.6520084399194	1491.9620213641122	2506.3642126305276
ENSG00000006534	2348.291249946296	3642.8061666236204	752.2365888409679	1072.0267542978524	2770.59349556324
ENSG00000006555	85.05732446845963	406.8442244631266	116.88305276226205	14.11984755612646	133.01306134872365
ENSG00000006576	3017.28900036324	753.7442449947114	2452.0616033609704	905.6876918843899	3723.847465128832
ENSG00000006606	823.653727466972	237.3535408941394	8.29522610628473	860.536098531067	307.2401188803523
ENSG00000006607	1410.971782853371	2123.9690071973623	3247.444673282326	1556.636500523625	2874.569820268951
ENSG00000006611	2548.2093195351626	153.9633196783278	0	205.2443172883156	4.628571805117079
ENSG00000006625	2917.5342082785514	4474.080483712975	3329.237401193731	1255.782077871951	3628.9995262205875
ENSG00000006634	2487.6999891540368	1077.2432326018118	1711.1833549109895	723.4348645970248	4032.9624677470206
ENSG00000006638	71.5096001935413	49.68740240676297	17.1083774872323	164.04098869784812	50.15354461772452
ENSG00000006652	8148.49287016106	3759.484601125906	1981.7213524388396	2979.5736050146065	5254.707083293196
ENSG00000006659	1.0390390731799393	5.225523038417568	35.12659027989178	0.9293972885255024	8.861154629743737
ENSG00000006695	1696.7077689753621	2173.660297548142	958.3608157815104	2425.0901778350108	773.8849245601971
ENSG00000006704	1744.5420367729673	3781.685449579588	1277.1597758562798	2221.6128584155686	1487.0270377001143
ENSG00000006712	4718.434433167425	9295.382525280836	5135.553276138243	3787.9291721429695	3528.436909902769
ENSG00000006715	5186.782180153035	1597.560951036212	4462.674195026522	1928.5541636273522	4725.99714727527
ENSG00000006740	14.743796765820317	753.5539345671539	324.75878862804905	573.8979069113067	106.30425588664384
ENSG00000006744	7358.807801415107	9867.946702215086	3255.083291836665	12219.716602302551	3738.284172475344
ENSG00000006747	82.12658797043701	267.2310921953723	120.14615368286265	39.199608423888435	88.06446812485761
ENSG00000006756	927.8135579923093	4631.224441989497	1700.4516553742876	41.922721149062845	1743.6556076707582
ENSG00000006757	804.5752416500679	1071.598138979244	3304.721973260633	2.6782316828184127	166.47135726072608
ENSG00000006788	1.9336246105962236	7.3600956887490865	2.017869191537531	0	0
ENSG00000006831	6113.800462757213	14827.737400305277	4514.592923324169	7591.714643275632	6512.843497495072
ENSG00000006837	153.02579532434322	69.27837045164173	119.31261472675313	61.90892198144822	194.93602343466503
ENSG00000007001	3.9714399531067412	15.614664799951617	11.022019056655921	8.797535203222527	11.45358534212182
ENSG00000007038	0	2.651294527286149	12.63434112021145	0	0.796369865924185
ENSG00000007047	1297.432500395983	3691.9981171594964	2002.9462958092429	1933.6812670221254	1445.1497934537176
ENSG00000007062	34.15119752381024	59.92040698933267	14.565575225597778	77.76079753683966	83.66832640802264
ENSG00000007080	3289.368151649451	17312.089338724825	5025.912420440618	3057.7272862065324	1820.928825922157
ENSG00000007129	1.2711355747302104	31.958618291176503	1.6091020381392978	0	0
ENSG00000007168	8523.723147622813	16948.76160770766	2454.3606233436326	10023.84860053836	6731.801019639819
ENSG00000007171	0	4.635734459655075	1.1289108075545713	2.1211379484768345	30.127961246281554
ENSG00000007174	2.282470568449335	7.054502918157595	5.362640761898136	0	3.6354599404080465
ENSG00000007202	17400.820725970847	19411.919041660873	13304.80207206766	19879.71369505084	22419.749002630793
ENSG00000007216	2.22822184325364	53.47912168301075	0	105.93879111370379	0
ENSG00000007237	353.37699411055513	148.21528521721282	42.664785979366286	10.832393562012747	93.77979213932629
ENSG00000007255	270.05965888032324	1141.22944123212	242.71256714898738	402.55148421097897	289.5960616871911
ENSG00000007264	68.79282406733093	7.490477069533503	6.916594122320211	5.486922042805174	10.16072664013915
ENSG00000007306	0	19.255908570346012	0	0	4.632076046371706
ENSG00000007312	1.0124532849741257	22.100367645886312	2.0806821472330124	0	0.9682006188732417
ENSG00000007314	1.3967889752561737	0	0.7091541727285176	0	90.7104975154855
ENSG00000007341	752.5362749452935	1001.847782538005	648.428004803063	1214.1443927337912	1212.9508480733068
ENSG00000007350	0	49.7288087815525	21.807114922384265	0	0
ENSG00000007372	395.3314693648147	82.93443973869458	31.88792780609537	55.84550094612951	12.158162521178816
ENSG00000007376	737.7729934533305	1203.4356691363873	627.0206947090089	1121.3406099489052	578.8298094835305
ENSG00000007384	684.4559578341565	536.2026995044367	614.811284076909	1515.2237920971395	888.7216536532402
ENSG00000007392	1999.0211602408967	1302.9171371348862	1565.8450788543971	1239.3277121781332	1692.1166909493743
ENSG00000007402	32.503740873099915	22.598120337212656	9.771414180661973	64.71076694385988	48.32402901542369
ENSG00000007516	174.41126324868637	128.0248600986992	101.0401617484408	75.79273880874024	39.46894054700062
ENSG00000007520	979.6419592221094	1909.2979516685036	966.9843662770753	1529.662018492306	1022.2587619491923
ENSG00000007541	1081.6616113433765	1841.8329809702848	842.7904448730027	1832.361743092387	783.2020320871677
ENSG00000007545	1565.8397335787668	1218.0089768855944	681.6508002888532	2041.819333098642	1916.4010342065235
ENSG00000007866	737.5368568061998	2858.3677190535273	2979.0202554317584	1670.975084605688	633.0082828859541
ENSG00000007908	3.8627014163914226	1.7699007098287118	49.36657729550195	4.303945513495174	0
ENSG00000007923	4503.433414468823	11880.499523134253	3996.0070025014247	7772.745690173636	3864.7016623872514
ENSG00000007933	23.69121813425875	1227.3124203610196	925.2980279803846	38.582776773735866	3041.107360521022
ENSG00000007944	519.1579326906083	846.60272813218	259.8273089103887	265.87775844180163	185.21826577513036
ENSG00000007952	89.07948542747681	55.397924032368195	140.48601857092189	16.69809958621519	42.88646921448068
ENSG00000007968	520.3346116319259	2655.664082382037	1044.9329201390156	1088.041537575441	1522.4602126394839
ENSG00000008018	6159.317089137226	24907.88072124667	12707.197960494195	15207.42568510175	15836.752376370448
ENSG00000008056	2.664988489248328	6.706811461545879	154.48904643489942	5.58548937933981	0
ENSG00000008083	2406.3303693517487	1686.3825978268453	1559.4472444011092	1131.0295048181877	1894.8225805534908
ENSG00000008086	563.3174886551604	245.78258278700753	470.17443229855826	65.8224937409935	1454.6558594879168
ENSG00000008118	0	0	0.9009312282197531	0	3.3440696447714946
ENSG00000008128	2370.8264527797983	2200.9777921609616	1012.2904033851981	1138.5430924870038	1655.6453913009825
ENSG00000008130	3731.4719448888077	8182.999761438245	1694.9542061689838	6208.451292310076	2973.0830738541154
ENSG00000008196	0	0.6496132355277399	0	53.97024844965067	5.573507853395672
ENSG00000008197	0	0	0	2.82089127532823	0
ENSG00000008226	2.339163515641794	11.79924573134227	4.552055975823382	26.770390068351134	13.230998292938596
ENSG00000008256	1303.007997983269	2924.3607360765277	13313.638531416573	1650.9908033611202	2019.495031389979
ENSG00000008277	1995.088781120715	352.1950335430319	854.9933513556767	663.6563839287792	433.3175951836292
ENSG00000008282	9792.258731750628	9235.417468037764	4919.338076378363	3924.5223658963687	10113.83220928983
ENSG00000008283	3364.550666809174	3958.941737510101	1404.450427078724	2044.1831551771081	4215.72494397239
ENSG00000008294	5783.468274884731	3297.598981925142	5293.4549621626	1920.3713914990337	14089.978674802554
ENSG00000008300	471.76128807383714	390.205979491466	282.520353604283	596.4423201380359	1734.8884475036807
ENSG00000008311	75.87632797360342	43.51231317347501	498.53657224118234	29.55194422669822	29.258101787717656
ENSG00000008323	247.44267766058655	407.0771120702518	103.85175401652769	40.06427802104524	1221.0914986883374
ENSG00000008324	1003.2041757875287	896.2802624686584	1068.3218153832556	582.3802986945949	621.3273807485841
ENSG00000008382	745.1876678405999	2508.0798094110146	624.8859676278777	414.02784720972824	171.87624602151422
ENSG00000008394	21893.182088488487	28740.94253628681	3379.7688105654647	27173.048239591215	29922.868411777647
ENSG00000008405	1608.6501756775826	1624.2112015370753	1652.7002957658294	991.0599355011525	1929.5801679412875
ENSG00000008438	10.354558706629092	0	5.03615754345796	0	4.985237448181288
ENSG00000008441	3465.008454829587	9379.210817863946	10614.48671429047	3688.1528949429257	4994.375444242268
ENSG00000008513	5083.612667467108	9715.492793041754	32.66548787272924	11304.130367069989	12809.619392034321
ENSG00000008516	179.76782166876993	67.46285652448556	30.94758833991978	51.158180269543095	118.58408895435207
ENSG00000008517	7376.552995889651	65843.40394700126	9799.904864957878	44224.16679528265	9210.013839655763
ENSG00000008710	3004.8558033844	1771.4561422233105	1676.4745395834545	2290.9233589318924	2763.685695179877
ENSG00000008735	1064.2245691821613	40.56967660974515	131.1132616020283	92.52240855230784	1748.629281246325
ENSG00000008838	2679.8765588278857	6486.93179945443	4211.685226378759	4654.921316600647	7124.200637125125
ENSG00000008853	950.7470757351476	2531.447072255669	2764.5047454587916	577.3307396470494	1085.9060675544363
ENSG00000008869	1445.557357051363	665.7016624967863	1425.1937006796684	885.7463096919508	1770.95260180992
ENSG00000008952	8606.983510095733	5486.715190503649	2874.164402219569	1762.8393136732511	8112.467388875704
ENSG00000008988	30106.139222941867	66811.9911460387	34463.95259029879	19079.699060738083	29490.158596922618
ENSG00000009307	24606.090386892574	16409.0916751799	23431.342508805035	21441.719008889035	44363.46262689062
ENSG00000009335	11681.956902862947	12964.941307143743	8444.000851327388	9061.831153796862	9992.627989616494
ENSG00000009413	1088.2349800747331	585.9027038426627	1037.0100564260267	325.23946118994354	2343.18458655923
ENSG00000009694	6.96562599802007	38.60979952823026	661.9731134840163	16.96149923105215	9.38519312543361
ENSG00000009709	0	0	0	0	0
ENSG00000009724	50.48334510130045	12.13902801937846	16.678135771779967	43.028425491880014	35.19623623479744
ENSG00000009765	20.417520896135457	62.50722585545268	1594.9775164892865	1.893688968574632	37.221921563586186
ENSG00000009780	272.63768232115905	604.0532916507764	263.61755701068887	417.5104313036155	698.4311154506883
ENSG00000009790	47.18105225129701	28.587767429028336	17.223343393442132	14.28998973007729	35.06212928771019
ENSG00000009830	2174.1342039374135	2222.099106478984	3705.4010777663375	1411.1084217171867	1919.4076554337744
ENSG00000009844	3087.1683969753235	2768.631301545002	5155.325289827692	1814.6254625505385	8779.40439932745
ENSG00000009950	205.2738310810691	935.955411685351	342.151978316066	2079.201885041215	96.65686896742554
ENSG00000009954	15804.26098458373	14394.48473355419	10784.602993541095	11815.300951633315	18355.39708161681
ENSG00000010017	3738.5056700149453	2416.4879325826782	2860.112097224389	1909.037178088286	3516.5029721483456
ENSG00000010030	100.43711673810131	147.81083187731366	85.23766760882222	29.015516098194862	102.42346311297113
ENSG00000010072	619.4037667311692	820.9493380647166	671.8275228291244	641.896934618189	1374.6598129635415
ENSG00000010165	2666.590981686068	7988.470725244792	7983.629849232087	6989.977710107187	3222.479077379748
ENSG00000010219	464.5523171845608	581.2652686932627	242.8158747854897	25.48341812909378	262.0627104081723
ENSG00000010244	6563.782682216073	10394.194317889287	6705.054342813611	10148.441302800626	17644.69208006278
ENSG00000010256	9416.462071365495	25548.51963774078	8468.475635008563	19779.86406366322	5940.980158827305
ENSG00000010270	2717.5296551402553	6004.733213531076	2855.4089175184736	2847.9226426018427	4110.371325837088
ENSG00000010278	1556.8116552215342	726.0946731062719	1205.670844639807	562.8469386330173	3495.867862665211
ENSG00000010282	0	0	1.010539747025077	0	0
ENSG00000010292	10106.632577695535	18356.110634653134	8653.566933987478	26459.62228906054	11315.093440320608
ENSG00000010295	1340.7469380626667	1469.9908441264356	275.2801477757108	1017.9271667809168	640.7781731198189
ENSG00000010310	128.74114853175632	119.20362797558994	60.36869572409357	138.33598190377478	144.22681231154726
ENSG00000010318	91.28231961039853	252.95672592541	459.91876955041994	164.75647432124015	269.8456165741181
ENSG00000010319	7.22352863226063	1174.4919595880515	1690.6302203980822	101.2245387753999	154.0449194066533
ENSG00000010322	3183.9057435488003	3212.008086845755	3455.20754196779	3447.5380567808043	2275.3071207860517
ENSG00000010327	0.7596000317974793	1.3899530057760552	0	0	0
ENSG00000010361	985.3469528473202	165.02349370658123	614.7695669390549	144.0127590284111	186.87328831614695
ENSG00000010379	19.045311589659114	310.52731868754324	11.27596947023631	0	0.421023941466677
ENSG00000010404	4697.774810851789	12016.860134173217	16546.268290432097	3557.618399686342	6323.696864996811
ENSG00000010438	2.596310907415802	1765.0772752830198	608.9161606800515	2042.7098154576056	1001.8660543930056
ENSG00000010539	802.0722426320333	711.9113221928021	827.3985191217475	399.3781442995439	563.9413115703367
ENSG00000010610	3.896690351451558	40.32800354958225	0	0	3.1483488903642676
ENSG00000010626	305.68356078735	745.2372128006708	119.58677863930205	190.8370111746539	277.5732843445053
ENSG00000010671	1.421951874627968	13.833145885746449	12.861807110183532	0	3.3904128794111226
ENSG00000010704	2063.785741356327	2921.964960899248	512.0495467525609	3898.8106384598027	1535.560030130322
ENSG00000010803	1720.0831866998458	2195.4565242738154	1131.192806937992	1098.5245895344895	2064.7258409579777
ENSG00000010810	197.60835450588488	285.80293260061103	318.7514449759004	871.4127313396923	276.3335401277736
ENSG00000010818	1230.5065869602392	1004.1492981012149	1360.1201588709196	819.8999855830134	4369.6009822677115
ENSG00000010932	7.343566949170132	13.694414634966325	0	14.912296251034899	1.2261510969621086
ENSG00000011007	3579.1711525689097	8823.368542794524	4497.543266424246	3324.4311066630594	6658.455513481018
ENSG00000011009	2132.3168555871184	8928.491196926369	3436.272137779784	3929.9445472130847	1694.9761060449475
ENSG00000011021	941.106266961367	1128.7536179677757	856.362658869492	1801.696018985507	1248.8553463319688
ENSG00000011028	8.82358854710065	2645.7600281078294	422.4360835012041	809.698313242524	2396.3587395534532
ENSG00000011052	427.07803389170317	1703.0752233117748	395.951300313793	322.2240382976861	113.98383445457588
ENSG00000011083	1.0380226777588284	0	0	0	0.9914343989246851
ENSG00000011105	1860.0008897644693	3920.4273589580957	499.4828057873016	1323.835595776437	1171.1163300350518
ENSG00000011114	2718.5563983911097	2039.440463233693	1360.2986558379544	1238.4706426042071	2766.462255689728
ENSG00000011132	465.2440955392978	2666.142584355408	856.6711386220263	573.1867393805616	413.33791213824713
ENSG00000011143	506.4310624197311	979.048321494984	571.256432303035	447.44031461182846	875.599818645286
ENSG00000011198	829.4424539937019	558.0355880890892	632.5231214030936	989.0576392102553	1040.2129687982183
ENSG00000011201	29.702487282483972	18.02065489733109	6574.847985157541	0	0
ENSG00000011243	2705.0664345368605	5503.576106396054	4673.27467075371	3326.524091520411	2632.508277082382
ENSG00000011258	1049.4160896290082	413.0531340567178	716.4439784318884	375.250271442493	1508.4068625424554
ENSG00000011260	2907.813893181106	4757.138301886404	4793.411535766296	2727.436379123256	6193.204671300807
